transaccion_id,fecha_venta,cliente_id,producto_id,estacion_id,cantidad,precio_unitario,importe,canal
4620,2024-06-10 10:00:43,584,7,57,9.68,0.5878,5.69,pos
4621,2024-03-16 15:18:39,556,10,54,1.0,26.452,26.45,pos
4622,2026-03-05 05:35:40,1051,11,63,3.0,22.0601,66.18,app
4623,2025-12-03 15:39:32,1105,9,65,8.83,0.9922,8.76,pos
4624,2025-09-18 10:54:58,803,9,56,29.91,0.9419,28.17,pos
4625,2026-02-19 04:10:19,,12,30,1.0,4.7684,4.77,web
4626,2025-11-14 22:37:27,,6,33,33.38,0.438,14.62,web
4627,2024-01-25 18:51:30,,4,28,36.16,1.7128,61.93,app
4628,2024-05-16 11:14:20,,6,49,31.2,0.4667,14.56,web
4629,2025-03-06 08:10:49,,3,69,25.04,1.4312,35.84,app
4630,2025-04-24 08:53:53,1316,2,31,39.72,1.6684,66.27,pos
4631,2025-03-08 17:16:51,344,11,28,3.0,20.6125,61.84,web
4632,2025-09-26 07:01:05,961,9,11,24.91,0.892,22.22,pos
4633,2024-04-07 10:55:05,1050,12,10,3.0,4.3137,12.94,app
4634,2024-02-06 09:39:03,,8,7,12.6,1.2449,15.69,pos
4635,2025-02-10 13:36:26,,6,70,11.38,0.4211,4.79,app
4636,2025-01-31 01:33:52,1013,9,12,29.99,0.9809,29.42,web
4637,2024-09-06 09:09:02,1096,10,7,1.0,25.4945,25.49,app
4638,2025-10-23 16:38:35,103,11,55,3.0,20.4956,61.49,web
4639,2025-03-28 20:00:53,166,7,55,53.3,0.5402,28.79,pos
4640,2025-12-25 19:57:58,1248,5,21,9.76,1.084,10.58,app
4641,2024-03-18 21:50:18,62,6,67,46.69,0.4388,20.49,pos
4642,2024-01-19 02:18:44,1327,8,63,22.79,1.2172,27.74,app
4643,2026-01-22 02:53:23,,1,5,27.68,1.4749,40.83,pos
4644,2026-03-18 16:12:55,190,8,45,19.74,1.2209,24.1,pos
4645,2024-08-24 15:18:30,1251,5,60,5.35,1.1256,6.02,pos
4646,2025-02-24 04:15:09,710,9,28,9.53,0.9292,8.86,pos
4647,2024-02-28 20:58:02,,3,52,27.78,1.4237,39.55,pos
4648,2024-07-26 23:53:38,908,8,61,6.37,1.1669,7.43,pos
4649,2024-09-13 23:28:39,353,4,47,55.78,1.5588,86.95,pos
4650,2025-02-01 18:54:22,373,2,31,43.74,1.5559,68.06,pos
4651,2025-06-10 10:01:41,1233,5,13,7.38,1.0772,7.95,web
4652,2024-11-23 08:15:01,743,6,32,16.17,0.4813,7.78,pos
4653,2024-01-22 15:09:02,442,10,64,1.0,23.4696,23.47,pos
4654,2024-09-16 04:04:02,307,11,29,1.0,21.2212,21.22,pos
4655,2024-08-12 20:29:24,,4,45,58.87,1.6155,95.1,pos
4656,2025-11-02 18:56:21,896,3,71,15.36,1.4083,21.63,pos
4657,2024-01-30 12:33:33,,12,34,3.0,4.3745,13.12,pos
4658,2026-03-23 18:22:33,,5,67,3.37,1.169,3.94,pos
4659,2024-09-04 08:44:53,384,6,45,35.12,0.4679,16.43,pos
4660,2025-12-02 20:35:57,,7,21,40.76,0.5378,21.92,pos
4661,2025-12-20 07:07:43,780,1,68,18.33,1.5133,27.74,pos
4662,2024-07-30 02:04:58,416,12,11,2.0,4.8554,9.71,pos
4663,2024-02-01 04:53:46,,6,26,52.21,0.4598,24.01,pos
4664,2024-02-07 23:45:36,441,5,13,8.64,1.1659,10.07,web
4665,2025-11-20 11:07:11,692,7,70,34.48,0.5655,19.5,pos
4666,2026-01-27 09:19:01,,8,69,16.81,1.2048,20.25,app
4667,2025-05-31 22:36:40,378,9,71,23.47,0.8854,20.78,pos
4668,2024-08-21 01:43:08,457,11,50,2.0,21.8342,43.67,app
4669,2024-10-30 07:33:55,997,7,35,49.93,0.5352,26.72,pos
4670,2025-05-24 01:14:25,317,3,20,15.66,1.59,24.9,pos
4671,2025-03-11 22:33:12,526,11,35,1.0,22.3101,22.31,pos
4672,2025-08-23 15:08:05,,9,8,16.19,0.959,15.53,app
4673,2025-08-07 05:21:28,,12,56,3.0,4.5667,13.7,pos
4674,2025-02-12 13:05:40,76,7,68,18.38,0.5694,10.47,pos
4675,2024-04-19 16:16:44,1193,9,49,5.37,0.9795,5.26,pos
4676,2025-08-02 20:02:00,217,1,32,38.18,1.4733,56.25,pos
4677,2025-08-08 00:48:45,1334,11,54,1.0,21.3522,21.35,pos
4678,2025-08-18 11:10:56,151,3,28,32.55,1.4912,48.54,pos
4679,2024-01-03 14:18:32,1124,9,67,28.4,0.9899,28.11,pos
4680,2024-05-22 13:08:24,8,8,13,12.06,1.247,15.04,web
4681,2024-11-13 10:15:25,53,4,53,43.12,1.622,69.94,pos
4682,2026-02-24 09:42:49,558,4,63,22.39,1.5197,34.03,pos
4683,2025-11-01 08:44:17,1463,12,64,2.0,4.7546,9.51,pos
4684,2024-12-13 10:22:12,149,12,10,3.0,4.804,14.41,pos
4685,2025-04-17 21:57:39,609,12,31,1.0,4.6952,4.7,web
4686,2026-01-28 09:51:55,770,9,34,9.41,0.9584,9.02,pos
4687,2024-02-21 04:21:32,,9,61,11.98,0.8993,10.77,pos
4688,2024-12-20 19:17:08,,3,50,34.62,1.5254,52.81,pos
4689,2024-01-12 10:46:39,269,11,28,1.0,20.7079,20.71,pos
4690,2024-06-25 01:07:28,35,5,23,7.63,1.1649,8.89,pos
4691,2025-05-03 21:24:14,1130,2,11,44.32,1.72,76.23,pos
4692,2025-10-05 21:52:03,536,2,49,33.92,1.7888,60.68,pos
4693,2025-09-07 13:00:41,,10,14,1.0,25.2992,25.3,pos
4694,2024-03-07 01:20:33,,2,59,48.11,1.7816,85.71,app
4695,2024-04-10 02:19:57,1306,3,20,25.72,1.5161,38.99,pos
4696,2025-11-28 03:49:48,362,1,72,63.82,1.4486,92.45,pos
4697,2024-01-08 14:07:59,,5,50,6.93,1.0265,7.11,app
4698,2025-09-18 00:19:04,,8,64,8.57,1.1983,10.27,pos
4699,2025-03-14 14:19:45,1426,12,71,1.0,4.4524,4.45,app
4700,2024-11-13 23:40:03,719,4,31,67.83,1.5843,107.46,pos
4701,2025-09-16 20:57:44,863,3,42,68.58,1.37,93.95,app
4702,2025-02-26 16:50:35,245,8,32,5.89,1.2757,7.51,pos
4703,2025-06-08 22:48:38,,4,17,16.61,1.593,26.46,pos
4704,2024-08-20 18:03:21,1,8,40,7.33,1.2658,9.28,pos
4705,2025-10-13 20:05:31,490,4,7,27.23,1.5899,43.29,pos
4706,2026-03-14 20:58:48,742,8,36,10.02,1.2202,12.23,pos
4707,2026-02-22 12:17:31,,1,4,58.75,1.5,88.12,pos
4708,2025-08-08 22:48:23,90,2,40,38.68,1.62,62.66,pos
4709,2025-08-30 21:47:20,37,4,33,57.27,1.7247,98.77,pos
4710,2025-07-14 09:53:50,1384,12,38,2.0,4.7595,9.52,pos
4711,2024-09-07 15:03:52,,9,14,24.07,1.0131,24.39,pos
4712,2024-11-27 19:54:59,,2,49,68.76,1.5832,108.86,pos
4713,2024-01-11 19:42:14,33,10,15,2.0,26.0625,52.12,pos
4714,2025-06-17 16:18:41,,12,21,2.0,4.7266,9.45,pos
4715,2025-07-04 09:59:16,575,7,13,54.04,0.563,30.42,pos
4716,2026-03-11 08:08:26,582,4,56,34.02,1.6298,55.45,app
4717,2026-02-14 05:26:58,338,1,19,63.85,1.4898,95.12,web
4718,2026-01-25 05:47:54,,1,30,36.09,1.5931,57.49,pos
4719,2026-01-27 21:43:25,605,2,33,31.03,1.5934,49.44,web
4720,2025-12-29 14:09:34,,10,57,2.0,24.3485,48.7,pos
4721,2025-04-05 17:47:32,755,6,2,57.77,0.4832,27.91,pos
4722,2024-01-29 16:24:22,1473,10,45,2.0,24.8819,49.76,web
4723,2025-10-21 18:54:27,521,3,58,52.84,1.5021,79.37,pos
4724,2024-05-24 05:10:40,,10,4,3.0,25.0828,75.25,pos
4725,2025-05-17 09:17:08,,9,15,11.6,0.9395,10.9,pos
4726,2024-03-05 00:13:49,,4,54,15.33,1.567,24.02,pos
4727,2025-10-26 16:58:13,,3,47,24.34,1.4381,35.0,web
4728,2024-05-04 16:21:29,,12,12,2.0,4.4433,8.89,web
4729,2024-02-13 18:03:48,710,5,9,5.93,1.0588,6.28,pos
4730,2025-08-26 07:24:00,920,10,5,2.0,26.0854,52.17,pos
4731,2024-09-12 21:19:36,913,4,27,26.62,1.7102,45.53,app
4732,2024-06-09 12:09:14,,9,21,25.03,0.9383,23.49,pos
4733,2025-07-03 20:12:10,224,3,8,57.98,1.5848,91.89,pos
4734,2025-03-07 12:15:15,983,7,34,32.1,0.5779,18.55,pos
4735,2025-05-29 00:37:02,1137,5,46,2.46,1.1318,2.78,pos
4736,2025-04-19 21:25:29,1175,10,20,2.0,24.874,49.75,pos
4737,2024-09-22 01:36:48,246,1,19,43.65,1.5819,69.05,app
4738,2024-06-15 07:48:01,1083,11,20,2.0,22.6458,45.29,pos
4739,2025-01-17 07:49:45,,11,70,2.0,21.4275,42.85,pos
4740,2024-07-08 19:22:55,1153,9,5,24.47,0.9022,22.08,app
4741,2024-03-07 08:11:24,694,4,2,68.39,1.6171,110.59,app
4742,2024-12-15 11:52:14,465,9,68,12.24,0.8899,10.89,pos
4743,2026-01-07 12:11:58,823,10,19,3.0,25.7545,77.26,pos
4744,2024-07-10 02:29:04,673,1,63,63.46,1.5695,99.6,pos
4745,2025-07-03 21:54:32,601,5,45,9.49,1.0608,10.07,app
4746,2024-06-29 18:06:05,507,9,59,24.96,0.9456,23.6,pos
4747,2025-04-19 02:15:18,1417,11,41,3.0,23.0595,69.18,pos
4748,2025-10-21 14:37:53,1228,8,21,19.08,1.1386,21.72,pos
4749,2024-09-11 20:46:56,448,3,34,67.13,1.4774,99.18,pos
4750,2024-05-02 11:36:36,83,6,53,29.09,0.4371,12.72,app
4751,2024-06-18 15:37:23,544,2,30,31.95,1.5605,49.86,pos
4752,2026-03-16 05:59:13,473,3,65,39.42,1.5536,61.24,pos
4753,2025-11-01 05:46:51,,6,12,38.32,0.4479,17.16,pos
4754,2025-02-20 08:44:20,,4,55,56.21,1.6048,90.21,app
4755,2024-11-30 00:33:29,1094,1,9,26.98,1.4447,38.98,web
4756,2024-10-26 11:17:42,386,6,62,45.22,0.4719,21.34,app
4757,2024-08-09 23:17:12,134,2,37,40.37,1.805,72.87,pos
4758,2025-11-22 15:32:04,945,9,62,27.15,0.988,26.82,app
4759,2025-04-29 17:32:22,,6,45,49.26,0.4441,21.88,pos
4760,2024-10-28 08:38:11,,2,51,43.15,1.6432,70.9,pos
4761,2025-09-17 03:26:11,1305,12,3,1.0,4.5327,4.53,pos
4762,2025-02-21 03:41:16,399,1,16,31.4,1.5916,49.98,pos
4763,2024-06-10 15:13:55,888,1,67,44.12,1.4377,63.43,pos
4764,2025-02-15 01:05:29,1041,11,5,3.0,20.6971,62.09,pos
4765,2025-09-16 17:07:00,379,9,68,24.54,0.9397,23.06,pos
4766,2025-02-11 11:21:28,70,9,59,10.44,0.9969,10.41,app
4767,2024-05-01 11:13:34,400,12,12,3.0,4.2015,12.6,pos
4768,2024-07-26 16:33:52,1208,12,26,3.0,4.676,14.03,pos
4769,2025-06-11 04:21:54,,4,1,57.69,1.6569,95.59,app
4770,2024-12-23 01:41:07,230,11,11,2.0,21.2475,42.49,pos
4771,2024-10-14 06:22:31,405,9,53,18.87,0.8886,16.77,app
4772,2026-01-07 23:39:29,1431,3,63,59.54,1.5465,92.08,pos
4773,2024-04-26 19:23:16,426,11,24,2.0,22.6631,45.33,pos
4774,2024-02-23 02:15:33,181,4,51,41.77,1.5962,66.67,pos
4775,2025-01-14 14:04:00,149,12,61,3.0,4.4677,13.4,pos
4776,2026-03-04 15:44:08,1225,1,61,23.79,1.6525,39.31,pos
4777,2026-03-01 09:53:22,,6,4,20.91,0.4203,8.79,pos
4778,2024-04-25 18:57:11,,9,32,16.11,0.9703,15.63,pos
4779,2025-05-25 23:35:58,1162,4,8,57.74,1.7218,99.42,web
4780,2024-10-12 13:55:03,1324,9,13,11.85,0.961,11.39,pos
4781,2025-05-06 23:29:50,864,10,67,3.0,23.5946,70.78,web
4782,2024-09-27 19:39:48,,3,39,59.78,1.4597,87.26,app
4783,2024-05-12 19:33:50,1377,3,30,69.64,1.5552,108.3,pos
4784,2024-02-15 14:33:57,,10,36,2.0,24.9649,49.93,web
4785,2025-03-06 05:27:48,159,3,72,63.81,1.3618,86.9,pos
4786,2024-06-12 09:53:29,325,1,72,26.09,1.5301,39.92,pos
4787,2025-11-24 12:18:14,676,7,24,19.13,0.5455,10.44,pos
4788,2025-10-23 08:18:32,983,4,17,58.88,1.6094,94.76,pos
4789,2025-10-08 06:09:28,386,10,43,3.0,23.2651,69.8,pos
4790,2024-03-17 11:41:15,972,5,10,7.58,1.1165,8.46,pos
4791,2024-12-06 16:15:15,851,7,32,43.12,0.5479,23.63,app
4792,2025-07-31 03:37:37,176,9,35,13.84,0.9261,12.82,pos
4793,2026-02-09 10:59:53,742,10,18,3.0,25.4375,76.31,web
4794,2026-02-23 15:32:52,151,9,66,27.8,0.9032,25.11,pos
4795,2024-09-15 04:15:34,,10,49,1.0,24.1282,24.13,pos
4796,2025-05-18 22:17:46,,6,50,33.82,0.4185,14.15,pos
4797,2026-01-14 16:54:39,355,10,43,3.0,25.2216,75.66,web
4798,2025-09-10 05:09:23,1482,1,30,39.1,1.5279,59.74,app
4799,2025-03-29 05:19:30,,9,4,12.6,0.9486,11.95,pos
4800,2024-08-31 12:35:12,1125,1,66,55.21,1.5051,83.1,app
4801,2024-01-24 13:56:24,209,10,60,1.0,26.4665,26.47,app
4802,2026-02-19 12:15:31,424,11,11,1.0,20.6902,20.69,pos
4803,2024-09-15 14:22:34,752,10,38,1.0,24.4359,24.44,pos
4804,2025-09-18 20:50:08,747,6,41,32.69,0.4515,14.76,pos
4805,2024-08-18 15:02:35,23,11,64,3.0,22.8737,68.62,pos
4806,2025-06-13 12:58:28,691,6,62,18.93,0.4656,8.81,app
4807,2025-03-16 22:39:02,,10,52,1.0,26.1152,26.12,app
4808,2025-08-12 13:50:07,836,11,9,3.0,21.4469,64.34,web
4809,2025-11-15 07:13:33,43,12,22,2.0,4.3501,8.7,pos
4810,2025-12-20 06:43:59,188,9,11,12.33,0.909,11.21,pos
4811,2025-08-24 06:52:34,925,6,59,25.28,0.471,11.91,pos
4812,2024-01-26 22:43:07,391,5,24,5.34,1.0776,5.75,pos
4813,2026-03-26 09:21:00,1290,5,56,6.71,1.0784,7.24,pos
4814,2024-06-28 03:15:15,656,9,72,5.9,0.8904,5.25,pos
4815,2024-10-26 18:11:02,457,5,68,5.56,1.0707,5.95,pos
4816,2025-08-29 09:00:20,,10,31,2.0,25.4499,50.9,app
4817,2024-09-02 16:50:24,1244,4,3,48.04,1.6687,80.16,pos
4818,2024-04-18 23:34:42,174,4,36,69.65,1.6752,116.68,pos
4819,2025-11-13 18:43:31,1222,1,6,41.15,1.511,62.18,pos
4820,2026-01-23 14:20:32,,4,8,35.99,1.5448,55.6,pos
4821,2025-11-24 23:52:24,406,8,10,21.18,1.1751,24.89,web
4822,2024-03-22 17:17:50,484,7,63,31.68,0.59,18.69,web
4823,2025-07-15 05:09:51,1345,12,26,3.0,4.2326,12.7,web
4824,2025-02-25 11:09:43,785,8,28,16.7,1.2172,20.33,pos
4825,2025-05-25 04:58:36,1194,2,17,16.66,1.7183,28.63,pos
4826,2024-02-07 03:30:45,1103,12,36,2.0,4.2864,8.57,web
4827,2026-03-31 17:16:14,,10,58,2.0,25.2857,50.57,web
4828,2024-12-31 21:49:37,793,8,35,24.16,1.204,29.09,app
4829,2025-08-30 03:52:16,17,9,62,17.96,0.9093,16.33,web
4830,2025-04-06 09:38:06,,12,31,2.0,4.5605,9.12,app
4831,2025-03-19 04:50:25,1407,5,38,4.08,1.0611,4.33,pos
4832,2025-12-04 07:02:53,,5,35,4.75,1.0385,4.93,pos
4833,2024-04-09 00:32:24,,6,33,31.92,0.4607,14.71,pos
4834,2025-03-06 17:12:56,935,6,12,53.35,0.4317,23.03,pos
4835,2025-01-27 07:46:14,15,4,58,45.04,1.7448,78.59,web
4836,2024-02-18 03:24:40,848,9,15,21.9,0.8768,19.2,pos
4837,2025-08-01 00:05:11,984,8,1,27.27,1.1942,32.57,pos
4838,2024-10-24 07:31:06,1377,10,28,3.0,25.5117,76.54,web
4839,2025-09-03 13:48:59,926,10,62,3.0,26.0863,78.26,app
4840,2025-09-04 16:48:21,189,8,62,6.68,1.1814,7.89,pos
4841,2025-11-13 23:00:42,1081,7,9,29.0,0.5265,15.27,pos
4842,2025-09-01 11:03:59,1094,2,31,15.57,1.6083,25.04,app
4843,2025-09-29 00:41:20,,11,67,2.0,21.3071,42.61,pos
4844,2025-09-17 02:33:39,567,10,63,2.0,23.1213,46.24,pos
4845,2025-09-04 06:52:40,509,5,44,4.3,1.0352,4.45,pos
4846,2025-08-13 18:15:42,,9,5,26.2,0.9805,25.69,app
4847,2025-01-22 15:15:15,1040,3,69,15.5,1.3672,21.19,pos
4848,2024-09-10 01:20:12,728,4,50,32.67,1.5653,51.14,pos
4849,2026-03-25 23:51:52,858,10,6,1.0,26.7095,26.71,pos
4850,2024-12-05 09:27:54,,6,18,49.92,0.415,20.72,pos
4851,2024-07-09 19:28:18,1306,8,42,17.85,1.1552,20.62,app
4852,2025-12-18 22:55:48,855,2,23,41.42,1.775,73.52,app
4853,2024-11-02 13:39:34,464,4,43,38.97,1.7085,66.58,pos
4854,2024-08-28 07:11:34,,9,35,11.41,0.9227,10.53,pos
4855,2025-08-10 12:32:00,,12,23,3.0,4.7457,14.24,web
4856,2025-07-19 10:52:33,,7,37,11.4,0.5248,5.98,pos
4857,2024-04-07 20:39:38,998,4,24,50.11,1.5859,79.47,pos
4858,2025-02-01 02:38:41,877,6,47,22.64,0.4678,10.59,pos
4859,2024-04-05 14:56:22,1110,5,53,5.64,1.0425,5.88,pos
4860,2024-03-21 11:13:54,,10,66,3.0,23.6915,71.07,web
4861,2024-06-26 21:45:05,1392,4,43,69.01,1.5784,108.93,app
4862,2025-02-11 05:37:27,703,11,56,1.0,23.1595,23.16,pos
4863,2025-10-18 20:28:42,1325,1,64,53.15,1.5528,82.53,app
4864,2025-01-20 08:19:59,1038,5,59,8.36,1.161,9.71,pos
4865,2025-02-03 17:24:10,949,11,35,3.0,20.5505,61.65,app
4866,2025-05-07 21:29:57,,12,69,1.0,4.6223,4.62,pos
4867,2025-06-21 03:08:44,646,5,54,7.7,1.0257,7.9,pos
4868,2024-02-05 20:37:12,1321,7,14,12.98,0.5893,7.65,app
4869,2025-12-06 18:46:12,901,3,43,28.11,1.3619,38.28,pos
4870,2025-02-27 21:23:26,467,10,33,2.0,26.5682,53.14,app
4871,2024-01-26 12:18:12,521,11,3,1.0,22.2973,22.3,pos
4872,2024-11-23 07:37:41,,6,7,57.7,0.4543,26.21,pos
4873,2025-06-15 16:44:45,1192,1,5,28.19,1.4933,42.1,app
4874,2024-11-20 22:22:43,1276,3,50,22.82,1.5732,35.9,pos
4875,2025-07-25 04:30:16,1485,7,19,54.18,0.5325,28.85,pos
4876,2025-08-20 09:29:44,907,9,29,25.86,0.9972,25.79,pos
4877,2025-03-25 09:20:10,61,10,45,1.0,26.8844,26.88,pos
4878,2025-07-03 03:03:16,1121,8,68,28.03,1.2548,35.17,pos
4879,2024-01-24 11:55:48,1159,6,62,17.37,0.4766,8.28,pos
4880,2025-11-23 08:49:07,25,11,10,3.0,22.3608,67.08,pos
4881,2025-07-15 08:41:39,1206,11,67,2.0,21.6628,43.33,app
4882,2024-01-28 12:52:01,599,6,54,16.18,0.437,7.07,app
4883,2025-12-27 15:17:02,,4,21,39.61,1.7339,68.68,app
4884,2026-02-27 11:44:43,1066,8,43,6.34,1.2153,7.71,app
4885,2024-07-24 07:11:29,,6,17,10.37,0.4428,4.59,app
4886,2024-03-14 00:07:59,589,4,3,49.8,1.7045,84.88,web
4887,2025-01-25 12:42:40,1014,4,22,17.28,1.5676,27.09,app
4888,2025-02-21 17:54:47,,8,31,20.89,1.2142,25.36,pos
4889,2024-01-01 15:31:13,,3,8,56.65,1.5409,87.29,pos
4890,2024-10-06 07:32:56,1330,2,51,49.01,1.7252,84.55,web
4891,2025-11-04 12:09:33,,11,51,2.0,22.5713,45.14,pos
4892,2024-04-12 23:09:08,1001,12,29,2.0,4.2717,8.54,pos
4893,2025-07-23 14:24:46,,12,4,3.0,4.3185,12.96,web
4894,2024-10-26 11:10:35,,1,10,55.51,1.4459,80.26,app
4895,2024-12-09 15:10:18,,6,21,59.44,0.4813,28.61,pos
4896,2026-02-03 17:58:21,785,7,35,18.96,0.5093,9.66,pos
4897,2025-04-06 00:11:12,,11,31,1.0,21.6403,21.64,pos
4898,2024-07-22 00:58:40,616,7,33,59.25,0.5477,32.45,pos
4899,2024-03-15 22:40:29,126,7,59,57.89,0.5268,30.5,web
4900,2026-03-31 18:49:04,1267,3,10,29.06,1.4903,43.31,pos
4901,2025-12-14 05:40:10,,10,4,3.0,25.6428,76.93,pos
4902,2024-03-13 05:10:16,1343,2,59,18.35,1.648,30.24,pos
4903,2025-12-23 06:36:55,1389,7,43,36.05,0.5386,19.42,app
4904,2025-11-29 20:01:36,462,12,29,2.0,4.5925,9.19,app
4905,2025-05-12 09:55:18,1491,5,63,9.45,1.184,11.19,app
4906,2024-02-02 04:50:47,1266,12,28,3.0,4.7337,14.2,pos
4907,2025-03-14 14:56:26,824,6,21,19.3,0.4171,8.05,pos
4908,2025-05-05 14:29:22,397,5,28,2.2,1.1197,2.46,pos
4909,2024-02-10 10:51:39,67,1,4,23.47,1.6623,39.01,pos
4910,2025-06-08 08:49:35,712,4,56,59.27,1.6951,100.47,pos
4911,2025-10-21 06:17:51,286,6,11,13.41,0.4755,6.38,pos
4912,2024-11-10 07:07:00,,6,65,16.52,0.4482,7.4,web
4913,2025-08-26 04:29:28,1404,4,4,44.92,1.7255,77.51,app
4914,2025-02-05 03:41:48,1306,11,2,3.0,23.3694,70.11,pos
4915,2025-10-28 19:09:54,162,2,22,57.45,1.6906,97.12,pos
4916,2024-12-25 21:06:49,,6,60,55.97,0.4231,23.68,pos
4917,2025-11-22 15:05:04,,7,67,13.5,0.5557,7.5,app
4918,2025-12-06 01:43:49,879,4,48,22.08,1.5769,34.82,web
4919,2026-01-21 20:36:40,1339,8,15,6.82,1.1908,8.12,pos
4920,2025-09-05 12:17:28,1078,11,56,2.0,21.7155,43.43,app
4921,2025-04-22 02:52:53,,8,31,13.75,1.2205,16.78,pos
4922,2025-06-05 11:10:49,,8,38,29.43,1.1698,34.43,pos
4923,2025-11-21 03:08:04,1103,10,63,3.0,24.9295,74.79,app
4924,2025-08-03 21:00:47,,11,50,1.0,21.0304,21.03,pos
4925,2025-01-22 01:08:35,62,2,34,52.2,1.5594,81.4,pos
4926,2024-04-05 23:08:10,1324,2,45,50.43,1.7624,88.88,pos
4927,2025-08-13 06:38:57,1293,12,29,1.0,4.301,4.3,pos
4928,2026-01-27 13:26:06,310,6,54,11.92,0.4206,5.01,pos
4929,2025-06-19 06:29:16,1289,4,30,59.24,1.6213,96.05,pos
4930,2025-09-03 08:28:07,,11,3,2.0,20.8918,41.78,app
4931,2026-03-01 11:30:06,,12,53,2.0,4.1786,8.36,app
4932,2024-10-26 20:03:10,,10,69,1.0,24.4054,24.41,pos
4933,2026-03-21 20:39:00,410,5,27,5.26,1.0686,5.62,pos
4934,2026-03-22 08:48:30,1261,11,32,2.0,21.9551,43.91,pos
4935,2025-02-08 19:27:43,,7,60,28.16,0.5143,14.48,pos
4936,2025-03-26 20:34:27,1265,7,37,33.99,0.5175,17.59,pos
4937,2024-08-05 13:46:43,484,12,39,3.0,4.4878,13.46,pos
4938,2024-09-24 13:52:28,688,2,54,51.96,1.7063,88.66,pos
4939,2025-04-29 22:30:47,1078,3,49,22.69,1.4745,33.46,pos
4940,2024-06-07 13:44:57,384,6,67,13.0,0.4623,6.01,web
4941,2025-12-23 07:08:20,825,4,35,15.39,1.6971,26.12,pos
4942,2025-01-26 22:47:14,958,7,44,45.18,0.5808,26.24,pos
4943,2025-09-14 19:57:20,822,9,43,28.5,0.8915,25.41,pos
4944,2024-04-13 08:27:16,148,8,14,11.19,1.236,13.83,pos
4945,2025-04-06 11:38:53,1316,8,4,22.79,1.2641,28.81,pos
4946,2024-02-05 17:49:50,901,5,43,7.67,1.1801,9.05,pos
4947,2025-10-13 16:21:04,942,9,39,7.88,0.9569,7.54,pos
4948,2024-10-04 18:09:50,96,8,69,24.33,1.1417,27.78,pos
4949,2024-10-01 02:55:29,262,5,47,3.01,1.1574,3.48,app
4950,2024-07-03 09:20:30,32,11,25,2.0,23.0804,46.16,pos
4951,2026-01-26 20:14:16,723,5,53,2.85,1.0581,3.02,pos
4952,2024-06-18 15:46:44,,2,38,52.05,1.6799,87.44,pos
4953,2024-05-03 11:55:57,1182,9,31,28.52,0.9216,26.28,pos
4954,2024-01-13 17:30:06,276,8,61,6.84,1.2742,8.72,web
4955,2024-06-12 06:47:35,789,11,65,2.0,20.9251,41.85,app
4956,2024-01-07 23:34:33,197,11,58,2.0,21.1954,42.39,pos
4957,2025-01-27 02:26:55,,9,1,21.43,0.8784,18.82,app
4958,2024-09-05 12:16:00,,11,6,2.0,21.1602,42.32,pos
4959,2025-08-27 09:15:30,606,1,20,53.2,1.4868,79.1,pos
4960,2025-05-15 03:14:56,,7,41,36.87,0.591,21.79,pos
4961,2024-09-18 21:52:28,789,6,54,17.28,0.4438,7.67,web
4962,2024-01-13 15:50:23,1114,1,16,62.47,1.6166,100.99,pos
4963,2024-01-11 18:15:06,1,1,43,66.03,1.5391,101.63,pos
4964,2025-09-09 04:09:38,982,11,21,3.0,22.5479,67.64,pos
4965,2024-03-20 09:44:48,391,1,59,18.88,1.6703,31.54,pos
4966,2025-10-20 19:39:38,349,3,27,63.02,1.5014,94.62,pos
4967,2025-08-31 07:27:00,,6,35,11.59,0.4753,5.51,pos
4968,2024-04-02 10:39:39,1391,3,59,55.36,1.5083,83.5,pos
4969,2025-04-23 20:31:30,317,11,72,2.0,21.0026,42.01,pos
4970,2025-01-04 06:30:42,344,12,50,1.0,4.5428,4.54,app
4971,2026-01-27 00:53:26,552,10,42,2.0,25.436,50.87,pos
4972,2024-08-06 17:14:22,471,4,47,34.98,1.6263,56.89,pos
4973,2024-08-18 16:48:39,1331,4,34,37.0,1.5463,57.21,pos
4974,2024-05-31 09:03:24,168,11,4,2.0,21.3706,42.74,web
4975,2026-01-28 11:16:11,38,12,20,3.0,4.4348,13.3,pos
4976,2024-03-29 16:48:19,1386,10,39,1.0,24.7144,24.71,pos
4977,2024-08-31 14:54:29,384,8,66,20.38,1.2443,25.36,pos
4978,2025-05-24 23:51:42,1109,2,10,45.93,1.7214,79.06,pos
4979,2024-09-08 05:59:15,691,9,39,18.4,0.9475,17.43,pos
4980,2024-03-07 16:25:17,1181,3,54,25.11,1.5774,39.61,pos
4981,2025-09-10 00:15:21,1107,1,64,51.12,1.6708,85.41,app
4982,2024-02-04 23:00:42,43,2,64,30.69,1.6117,49.46,app
4983,2025-05-14 21:34:57,1405,3,17,33.16,1.5971,52.96,web
4984,2025-08-03 09:14:19,864,9,4,22.56,0.9572,21.59,pos
4985,2024-01-21 14:28:13,,6,72,13.78,0.4702,6.48,pos
4986,2024-08-24 15:50:35,384,5,37,8.28,1.1314,9.37,pos
4987,2025-06-19 20:48:27,,12,6,2.0,4.7853,9.57,pos
4988,2024-08-03 21:33:57,552,7,7,40.32,0.5376,21.68,web
4989,2026-01-22 18:51:40,589,9,62,17.11,0.9436,16.14,pos
4990,2024-03-25 10:42:06,1089,4,43,39.17,1.6639,65.17,pos
